movie_id,title,year,imdb_id,tmdb_id
169,Free Willy 2: The Adventure Home ,1995,tt0113114,9073
170,Hackers ,1995,tt0113243,10428
171,Jeffrey ,1995,tt0113464,17447
172,Johnny Mnemonic ,1995,tt0113481,9886
173,Judge Dredd ,1995,tt0113492,9482
174,Jury Duty ,1995,tt0113500,19326
175,Kids ,1995,tt0113540,9344
176,Living in Oblivion ,1995,tt0113677,9071
177,Lord of Illusions ,1995,tt0113690,8973
178,Love & Human Remains ,1993,tt0107447,15730
179,Mad Love ,1995,tt0113729,47608
180,Mallrats ,1995,tt0113749,2293
181,Mighty Morphin Power Rangers: The Movie ,1995,tt0113820,9070
183,Mute Witness ,1994,tt0110604,48787
184,Nadja ,1994,tt0110620,34574
185,Net,1995,tt0113957,1642
186,Nine Months ,1995,tt0113986,11472
187,Party Girl ,1995,tt0114095,36196
188,Prophecy,1995,tt0114194,11980
189,Reckless ,1995,tt0114241,58372
190,Safe ,1995,tt0114323,32646
191,Scarlet Letter,1995,tt0114345,10533
193,Showgirls ,1995,tt0114436,10802
194,Smoke ,1995,tt0114478,10149
195,Something to Talk About ,1995,tt0114496,18402
196,Species ,1995,tt0114508,9348
198,Strange Days ,1995,tt0114558,281
199,Umbrellas of Cherbourg,1964,tt0058450,5967
201,Three Wishes ,1995,tt0114663,47939
202,Total Eclipse ,1995,tt0114702,36834
203,To Wong Foo,1995,tt0114682,9090
204,Under Siege 2: Dark Territory ,1995,tt0114781,3512
205,Unstrung Heroes ,1995,tt0114798,52856
206,Unzipped ,1995,tt0114805,77350
207,Walk in the Clouds,1995,tt0114887,9560
208,Waterworld ,1995,tt0114898,9804
209,White Man's Burden ,1995,tt0114928,31611
210,Wild Bill ,1995,tt0114938,65796
211,Browning Version,1994,tt0109340,49805
212,Bushwhacked ,1995,tt0112602,26258
213,Burnt by the Sun ,1994,tt0111579,50797
214,Before the Rain ,1994,tt0110882,19155
215,Before Sunrise ,1995,tt0112471,76
216,Billy Madison ,1995,tt0112508,11017
217,Babysitter,1995,tt0112438,37141
218,Boys on the Side ,1995,tt0112571,9382
219,Cure,1995,tt0112757,6715
220,Castle Freak ,1995,tt0112643,18256
222,Circle of Friends ,1995,tt0112679,22625
223,Clerks ,1994,tt0109445,2292
224,Don Juan DeMarco ,1995,tt0112883,1909
225,Disclosure ,1994,tt0109635,8984
227,Drop Zone ,1994,tt0109676,4954
228,Destiny Turns on the Radio ,1995,tt0112854,62488
229,Death and the Maiden ,1994,tt0109579,10531
230,Dolores Claiborne ,1995,tt0109642,11929
231,Dumb & Dumber ,1994,tt0109686,8467
232,Eat Drink Man Woman ,1994,tt0111797,10451
233,Exotica ,1994,tt0109759,20156
234,Exit to Eden ,1994,tt0109758,18395
235,Ed Wood ,1994,tt0109707,522
236,French Kiss ,1995,tt0113117,397
237,Forget Paris ,1995,tt0113097,10525
238,Far From Home: The Adventures of Yellow Dog ,1995,tt0113028,27985
239,Goofy Movie,1995,tt0113198,15789
240,Hideaway ,1995,tt0113303,27303
241,Fluke ,1995,tt0113089,21183
242,Farinelli: il castrato ,1994,tt0109771,10954
243,Gordy ,1995,tt0113199,47867
246,Hoop Dreams ,1994,tt0110057,14275
247,Heavenly Creatures ,1994,tt0110005,1024
248,Houseguest ,1994,tt0110066,17207
249,Immortal Beloved ,1994,tt0110116,13701
250,Heavyweights ,1995,tt0110006,14819
251,Hunted,1995,tt0113360,32631
252,I.Q. ,1994,tt0110099,11777
253,Interview with the Vampire: The Vampire Chronicles ,1994,tt0110148,628
254,Jefferson in Paris ,1995,tt0113463,87729
255,Jerky Boys,1995,tt0110189,18713
256,Junior ,1994,tt0110216,6280
257,Just Cause ,1995,tt0113501,9061
258,Kid in King Arthur's Court,1995,tt0113538,37108
259,Kiss of Death ,1995,tt0113552,6071
260,Star Wars: Episode IV - A New Hope ,1977,tt0076759,11
261,Little Women ,1994,tt0110367,9587
262,Little Princess,1995,tt0113670,19101
263,Ladybird Ladybird ,1994,tt0110296,49980
265,Like Water for Chocolate ,1992,tt0103994,18183
266,Legends of the Fall ,1994,tt0110322,4476
267,Major Payne ,1995,tt0110443,11008
269,My Crazy Life ,1993,tt0107566,32325
270,Love Affair ,1994,tt0110391,43742
271,Losing Isaiah ,1995,tt0113691,28313
272,Madness of King George,1994,tt0110428,11318
273,Mary Shelley's Frankenstein ,1994,tt0109836,3036
274,Man of the House ,1995,tt0113755,40490
275,Mixed Nuts ,1994,tt0110538,24070
276,Milk Money ,1994,tt0110516,8986
277,Miracle on 34th Street ,1994,tt0110527,10510
278,Miami Rhapsody ,1995,tt0113808,17402
279,My Family ,1995,tt0113896,38722
280,Murder in the First ,1995,tt0113870,8438
281,Nobody's Fool ,1994,tt0110684,11593
282,Nell ,1994,tt0110638,1945
283,New Jersey Drive ,1995,tt0113967,39310
284,New York Cop ,1993,tt0117169,109560
285,Beyond Bedlam ,1993,tt0106402,56428
287,Nina Takes a Lover ,1994,tt0110671,131957
288,Natural Born Killers ,1994,tt0110632,241
289,Only You ,1994,tt0110737,9058
290,Once Were Warriors ,1994,tt0110729,527
291,Poison Ivy II ,1996,tt0114151,18220
292,Outbreak ,1995,tt0114069,6950
293,Léon: The Professional ,1994,tt0110413,101
294,Perez Family,1995,tt0114113,63020
295,Pyromaniac's Love Story,1995,tt0114210,2307
296,Pulp Fiction ,1994,tt0110912,680
298,Pushing Hands ,1992,tt0105652,25296
299,Priest ,1994,tt0110889,40156
300,Quiz Show ,1994,tt0110932,11450
301,Picture Bride ,1994,tt0114129,30304
302,Queen Margot ,1994,tt0110963,10452
303,Quick and the Dead,1995,tt0114214,12106
304,Roommates ,1995,tt0114296,161495
305,Ready to Wear ,1994,tt0110907,3586
306,Three Colors: Red ,1994,tt0111495,110
307,Three Colors: Blue ,1993,tt0108394,108
308,Three Colors: White ,1994,tt0111507,109
310,Rent-a-Kid ,1995,tt0114268,36357
311,Relative Fear ,1994,tt0110965,92769
312,Stuart Saves His Family ,1995,tt0114571,28033
313,Swan Princess,1994,tt0111333,22586
314,Secret of Roan Inish,1994,tt0111112,14334
315,Specialist,1994,tt0111255,2636
316,Stargate ,1994,tt0111282,2164
317,Santa Clause,1994,tt0111070,11395
318,Shawshank Redemption,1994,tt0111161,278
319,Shallow Grave ,1994,tt0111149,9905
320,Suture ,1993,tt0108260,87078
321,Strawberry and Chocolate ,1993,tt0106966,12527
322,Swimming with Sharks ,1995,tt0114594,20306
324,Sum of Us,1994,tt0111309,36614
325,National Lampoon's Senior Trip ,1995,tt0113936,27993
326,To Live ,1994,tt0110081,31439
327,Tank Girl ,1995,tt0114614,9067
328,Tales from the Crypt Presents: Demon Knight ,1995,tt0114608,9059
329,Star Trek: Generations ,1994,tt0111280,193
330,Tales from the Hood ,1995,tt0114609,25066
331,Tom & Viv ,1994,tt0111454,46797
332,Village of the Damned ,1995,tt0114852,12122
333,Tommy Boy ,1995,tt0114694,11381
334,Vanya on 42nd Street ,1994,tt0111590,32636
335,Underneath ,1995,tt0114788,36141
336,Walking Dead,1995,tt0114888,95963
337,What's Eating Gilbert Grape ,1993,tt0108550,1587
338,Virtuosity ,1995,tt0114857,9271
339,While You Were Sleeping ,1995,tt0114924,2064
340,War,1994,tt0111667,19855
341,Double Happiness ,1994,tt0109655,60855
342,Muriel's Wedding ,1994,tt0110598,236
343,Baby-Sitters Club,1995,tt0112435,48287
344,Ace Ventura: Pet Detective ,1994,tt0109040,3049
345,Adventures of Priscilla,1994,tt0109045,2759
346,Backbeat ,1993,tt0106339,12635
347,Bitter Moon ,1992,tt0104779,10497
348,Bullets Over Broadway ,1994,tt0109348,11382
349,Clear and Present Danger ,1994,tt0109444,9331
350,Client,1994,tt0109446,10731
351,Corrina,1994,tt0109484,10464
352,Crooklyn ,1994,tt0109504,34152
353,Crow,1994,tt0109506,9495
354,Cobb ,1994,tt0109450,29973
355,Flintstones,1994,tt0109813,888
356,Forrest Gump ,1994,tt0109830,13
357,Four Weddings and a Funeral ,1994,tt0109831,712
358,Higher Learning ,1995,tt0113305,16295
359,I Like It Like That ,1994,tt0110091,48992
360,I Love Trouble ,1994,tt0110093,10879
361,It Could Happen to You ,1994,tt0110167,10660
362,Jungle Book,1994,tt0110213,10714
363,Wonderful,1993,tt0107472,41647
364,Lion King,1994,tt0110357,8587
365,Little Buddha ,1993,tt0107426,1689
366,Wes Craven's New Nightmare ,1994,tt0111686,11596
367,Mask,1994,tt0110475,854
368,Maverick ,1994,tt0110478,9359
369,Mrs. Parker and the Vicious Circle ,1994,tt0110588,23333
370,Naked Gun 33 1/3: The Final Insult ,1994,tt0110622,36593
371,Paper,1994,tt0110771,12280
372,Reality Bites ,1994,tt0110950,2788
373,Red Rock West ,1992,tt0105226,10427
374,Richie Rich ,1994,tt0110989,11011
376,River Wild,1994,tt0110997,8987
377,Speed ,1994,tt0111257,1637
378,Speechless ,1994,tt0111256,15128
379,Timecop ,1994,tt0111438,8831
380,True Lies ,1994,tt0111503,36955
381,When a Man Loves a Woman ,1994,tt0111693,10449
382,Wolf ,1994,tt0111742,10395
383,Wyatt Earp ,1994,tt0111756,12160
384,Bad Company ,1995,tt0112443,40480
385,Man of No Importance,1994,tt0110455,52038
386,S.F.W. ,1994,tt0111048,29444
387,Low Down Dirty Shame,1994,tt0110399,26352
388,Boys Life ,1995,tt0112570,39953
389,Colonel Chabert,1994,tt0109454,41580
390,Faster Pussycat! Kill! Kill! ,1965,tt0059170,315
391,Jason's Lyric ,1994,tt0110186,22067
393,Street Fighter ,1994,tt0111301,11667
405,Highlander III: The Sorcerer ,1994,tt0110027,8011
406,Federal Hill ,1994,tt0109785,171857
407,In the Mouth of Madness ,1995,tt0113409,2654
408,8 Seconds ,1994,tt0109021,18069
409,Above the Rim ,1994,tt0109035,19092
410,Addams Family Values ,1993,tt0106220,2758
412,Age of Innocence,1993,tt0106226,10436
413,Airheads ,1994,tt0109068,13595
414,Air Up There,1994,tt0109067,46094
415,Another Stakeout ,1993,tt0106292,9409
416,Bad Girls ,1994,tt0109198,11853
417,Barcelona ,1994,tt0109219,16771
418,Being Human ,1993,tt0106379,46924
419,Beverly Hillbillies,1993,tt0106400,11041
420,Beverly Hills Cop III ,1994,tt0109254,306
421,Black Beauty ,1994,tt0109279,14522
422,Blink ,1994,tt0109297,26203
423,Blown Away ,1994,tt0109303,178
424,Blue Chips ,1994,tt0109305,19819
425,Blue Sky ,1994,tt0109306,57834
426,Body Snatchers ,1993,tt0106452,4722
427,Boxing Helena ,1993,tt0106471,18215
428,Bronx Tale,1993,tt0106489,1607
429,Cabin Boy ,1994,tt0109361,26391
430,Calendar Girl ,1993,tt0106505,117553
431,Carlito's Way ,1993,tt0106519,6075
432,City Slickers II: The Legend of Curly's Gold ,1994,tt0109439,11310
433,Clean Slate ,1994,tt0109443,18658
434,Cliffhanger ,1993,tt0106582,9350
435,Coneheads ,1993,tt0106598,9612
436,Color of Night ,1994,tt0109456,2124
437,Cops and Robbersons ,1994,tt0109480,26261
438,Cowboy Way,1994,tt0109493,19176
440,Dave ,1993,tt0106673,11566
441,Dazed and Confused ,1993,tt0106677,9571
442,Demolition Man ,1993,tt0106697,9739
444,Even Cowgirls Get the Blues ,1993,tt0106834,34444
445,Fatal Instinct ,1993,tt0106873,26141
446,Farewell My Concubine ,1993,tt0106332,10997
448,Fearless ,1993,tt0106881,10443
449,Fear of a Black Hat ,1994,tt0106880,20239
450,With Honors ,1994,tt0111732,16297
451,Flesh and Bone ,1993,tt0106926,18551
452,Widows' Peak ,1994,tt0111712,25440
453,For Love or Money ,1993,tt0106941,9024
454,Firm,1993,tt0106918,37233
455,Free Willy ,1993,tt0106965,1634
456,Fresh ,1994,tt0109842,13815
457,Fugitive,1993,tt0106977,5503
458,Geronimo: An American Legend ,1993,tt0107004,35588
459,Getaway,1994,tt0109890,2087
460,Getting Even with Dad ,1994,tt0109891,41579
461,Go Fish ,1994,tt0109913,18620
464,Hard Target ,1993,tt0107076,2019
466,Hot Shots! Part Deux ,1993,tt0107144,9255
467,Live Nude Girls ,1995,tt0113674,26271
468,Englishman Who Went Up a Hill But Came Down a Mountain,1995,tt0112966,10612
469,House of the Spirits,1993,tt0107151,2259
470,House Party 3 ,1994,tt0110064,16097
471,Hudsucker Proxy,1994,tt0110074,11934
472,I'll Do Anything ,1994,tt0110097,106143
473,In the Army Now ,1994,tt0110123,12475
474,In the Line of Fire ,1993,tt0107206,9386
475,In the Name of the Father ,1993,tt0107207,7984
476,Inkwell,1994,tt0110137,59930
477,What's Love Got to Do with It? ,1993,tt0108551,15765
478,Jimmy Hollywood ,1994,tt0110197,31643
479,Judgment Night ,1993,tt0107286,6
480,Jurassic Park ,1993,tt0107290,329
481,Kalifornia ,1993,tt0107302,10909
482,Killing Zoe ,1994,tt0110265,507
484,Lassie ,1994,tt0110305,29918
485,Last Action Hero ,1993,tt0107362,9593
486,Life with Mikey ,1993,tt0107413,42580
487,Lightning Jack ,1994,tt0110353,22317
488,M. Butterfly ,1993,tt0107468,1413
489,Made in America ,1993,tt0107478,12121
490,Malice ,1993,tt0107497,2246
491,Man Without a Face,1993,tt0107501,10502
492,Manhattan Murder Mystery ,1993,tt0107507,10440
493,Menace II Society ,1993,tt0107554,9516
494,Executive Decision ,1996,tt0116253,2320
495,In the Realm of the Senses ,1976,tt0074102,5879
496,What Happened Was... ,1994,tt0111689,83718
497,Much Ado About Nothing ,1993,tt0107616,11971
499,Mr. Wonderful ,1993,tt0107613,31911
500,Mrs. Doubtfire ,1993,tt0107614,788
501,Naked ,1993,tt0107653,21450
502,Next Karate Kid,1994,tt0110657,11231
504,No Escape ,1994,tt0110678,10447
505,North ,1994,tt0110687,31586
506,Orlando ,1992,tt0107756,9300
507,Perfect World,1993,tt0107808,9559
508,Philadelphia ,1993,tt0107818,9800
509,Piano,1993,tt0107822,713
510,Poetic Justice ,1993,tt0107840,8291
511,Program,1993,tt0107889,18133
512,Puppet Masters,1994,tt0111003,25557
513,Radioland Murders ,1994,tt0110939,22588
514,Ref,1994,tt0110955,10872
515,Remains of the Day,1993,tt0107943,1245
516,Renaissance Man ,1994,tt0110971,11858
517,Rising Sun ,1993,tt0107969,7007
518,Road to Wellville,1994,tt0111001,10467
519,RoboCop 3 ,1993,tt0107978,5550
520,Robin Hood: Men in Tights ,1993,tt0107977,8005
521,Romeo Is Bleeding ,1993,tt0107983,2088
522,Romper Stomper ,1992,tt0105275,10412
523,Ruby in Paradise ,1993,tt0108000,47889
524,Rudy ,1993,tt0108002,14534
526,Savage Nights ,1992,tt0105032,41878
527,Schindler's List ,1993,tt0108052,424
528,Scout,1994,tt0111094,35233
529,Searching for Bobby Fischer ,1993,tt0108065,14291
531,Secret Garden,1993,tt0108071,11236
532,Serial Mom ,1994,tt0111127,11592
533,Shadow,1994,tt0111143,8850
534,Shadowlands ,1993,tt0108101,10445
535,Short Cuts ,1993,tt0108122,695
536,Simple Twist of Fate,1994,tt0111194,43535
537,Sirens ,1994,tt0111201,12519
538,Six Degrees of Separation ,1993,tt0108149,23210
539,Sleepless in Seattle ,1993,tt0108160,858
540,Sliver ,1993,tt0108162,867
541,Blade Runner ,1982,tt0083658,78
542,Son in Law ,1993,tt0108186,13203
543,So I Married an Axe Murderer ,1993,tt0108174,10442
544,Striking Distance ,1993,tt0108238,11074
546,Super Mario Bros. ,1993,tt0108255,9607
547,Surviving the Game ,1994,tt0111323,17585
548,Terminal Velocity ,1994,tt0111400,9057
549,Thirty-Two Short Films About Glenn Gould ,1993,tt0108328,20967
550,Threesome ,1994,tt0111418,10635
551,Nightmare Before Christmas,1993,tt0107688,9479
552,Three Musketeers,1993,tt0108333,10057
553,Tombstone ,1993,tt0108358,11969
555,True Romance ,1993,tt0108399,319
556,War Room,1993,tt0108515,26408
558,Pagemaster,1994,tt0110763,15139
562,Welcome to the Dollhouse ,1995,tt0114906,11446
563,Germinal ,1993,tt0107002,51980
564,Chasers ,1994,tt0109403,24405
567,Kika ,1993,tt0107315,8223
568,Bhaji on the Beach ,1993,tt0106408,14587
569,Little Big League ,1994,tt0110363,31504
573,Ciao,1992,tt0107225,23637
574,Spanking the Monkey ,1994,tt0111252,17600
575,Little Rascals,1994,tt0110366,10897
577,Andre ,1994,tt0109120,21352
579,Escort,1993,tt0108059,68806
580,Princess Caraboo ,1994,tt0110892,37345
581,Celluloid Closet,1995,tt0112651,32562
583,Dear Diary ,1994,tt0109382,25403
585,Brady Bunch Movie,1995,tt0112572,9066
586,Home Alone ,1990,tt0099785,771
587,Ghost ,1990,tt0099653,251
588,Aladdin ,1992,tt0103639,812
589,Terminator 2: Judgment Day ,1991,tt0103064,280
590,Dances with Wolves ,1990,tt0099348,581
592,Batman ,1989,tt0096895,268
593,Silence of the Lambs,1991,tt0102926,274
594,Snow White and the Seven Dwarfs ,1937,tt0029583,408
595,Beauty and the Beast ,1991,tt0101414,10020
596,Pinocchio ,1940,tt0032910,10895
597,Pretty Woman ,1990,tt0100405,114
599,Wild Bunch,1969,tt0065214,576
600,Love and a .45 ,1994,tt0110395,15477
602,Great Day in Harlem,1994,tt0109934,124472
605,One Fine Day ,1996,tt0117247,7300
606,Candyman: Farewell to the Flesh ,1995,tt0112625,10824
608,Fargo ,1996,tt0116282,275
609,Homeward Bound II: Lost in San Francisco ,1996,tt0116552,25059
610,Heavy Metal ,1981,tt0082509,11827
611,Hellraiser: Bloodline ,1996,tt0116514,8766
612,Pallbearer,1996,tt0117283,23570
613,Jane Eyre ,1996,tt0116684,47333
615,Bread and Chocolate ,1973,tt0070506,51242
616,Aristocats,1970,tt0065421,10112
617,Flower of My Secret,1995,tt0113083,4307
618,Two Much ,1995,tt0118001,46029
619,Ed ,1996,tt0116165,32308
626,Thin Line Between Love and Hate,1996,tt0117891,28121
627,Last Supper,1995,tt0113613,12520
628,Primal Fear ,1996,tt0117381,1592
631,All Dogs Go to Heaven 2 ,1996,tt0115509,19042
632,Land and Freedom ,1995,tt0114671,38884
633,Denise Calls Up ,1995,tt0112844,47449
634,Theodore Rex ,1995,tt0114658,36259
635,Family Thing,1996,tt0116275,41852
636,Frisk ,1995,tt0113122,40926
637,Sgt. Bilko ,1996,tt0117608,9099
638,Jack and Sarah ,1995,tt0113448,2021
639,Girl 6 ,1996,tt0116414,61752
640,Diabolique ,1996,tt0116095,10988
645,Nelly & Monsieur Arnaud ,1995,tt0113947,12652
647,Courage Under Fire ,1996,tt0115956,10684
648,Mission: Impossible ,1996,tt0117060,954
649,Cold Fever ,1995,tt0109028,68445
650,Moll Flanders ,1996,tt0117071,18989
653,Dragonheart ,1996,tt0116136,8840
656,Eddie ,1996,tt0116168,11107
661,James and the Giant Peach ,1996,tt0116683,10539
662,Fear ,1996,tt0116287,10543
663,Kids in the Hall: Brain Candy ,1996,tt0116768,18414
665,Underground ,1995,tt0114787,11902
667,Bloodsport 2 ,1996,tt0112536,25087
668,Song of the Little Road ,1955,tt0048473,5801
670,World of Apu,1959,tt0052572,896
671,Mystery Science Theater 3000: The Movie ,1996,tt0117128,3065
673,Space Jam ,1996,tt0117705,2300
674,Barbarella ,1968,tt0062711,8069
678,Some Folks Call It a Sling Blade ,1993,tt0108181,27768
679,Run of the Country,1995,tt0114307,221917
680,Alphaville ,1965,tt0058898,8072
685,It's My Party ,1996,tt0113443,33245
688,Operation Dumbo Drop ,1995,tt0114048,27281
691,Mrs. Winterbourne ,1996,tt0117104,40001
692,Solo ,1996,tt0117688,29621
694,Substitute,1996,tt0117774,20762
695,True Crime ,1996,tt0114736,37144
697,Feeling Minnesota ,1996,tt0116289,12656
698,Delta of Venus ,1995,tt0109593,38867
700,Angus ,1995,tt0112368,25969
703,Boys ,1996,tt0115742,43634
704,Quest,1996,tt0117420,9103
706,Sunset Park ,1996,tt0117784,29649
707,Mulholland Falls ,1996,tt0117107,10990
708,Truth About Cats & Dogs,1996,tt0117979,8866
709,Oliver & Company ,1988,tt0095776,12233
710,Celtic Pride ,1996,tt0115851,23449
711,Flipper ,1996,tt0116322,36355
714,Dead Man ,1995,tt0112817,922
715,Horseman on the Roof,1995,tt0113362,11876
718,Visitors,1993,tt0108500,11687
719,Multiplicity ,1996,tt0117108,9304
720,Wallace & Gromit: The Best of Aardman Animation ,1996,tt0118114,503475
722,Haunted World of Edward D. Wood Jr.,1996,tt0113270,73183
724,Craft,1996,tt0115963,9100
725,Great White Hype,1996,tt0116448,20759
726,Last Dance ,1996,tt0116827,46063
728,Cold Comfort Farm ,1995,tt0112701,32513
731,Heaven's Prisoners ,1996,tt0116508,36915
733,Rock,1996,tt0117500,9802
735,Cemetery Man ,1994,tt0109592,21588
736,Twister ,1996,tt0117998,664
737,Barb Wire ,1996,tt0115624,11867
741,Ghost in the Shell ,1995,tt0113568,9323
742,Thinner ,1996,tt0117894,10280
743,Spy Hard ,1996,tt0117723,10535
745,Wallace & Gromit: A Close Shave ,1995,tt0112691,532
747,Stupids,1996,tt0117768,16299
748,Arrival,1996,tt0115571,10547
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964,tt0057012,935
757,Ashes of Time ,1994,tt0109688,40751
759,Maya Lin: A Strong Clear Vision ,1994,tt0110480,85778
760,Stalingrad ,1993,tt0108211,11101
761,Phantom,1996,tt0117331,9826
762,Striptease ,1996,tt0117765,9879
764,Heavy ,1995,tt0113280,22621
765,Jack ,1996,tt0116669,7095
